id,category,product_name
997,clothing,Columbia Fleece
998,books,Moby Dick
999,toys,Hot Wheels Track
1000,books,The Hobbit
1001,electronics,Canon EOS R5
1002,books,Dune
1003,clothing,North Face Jacket
1004,books,The Da Vinci Code
1005,books,Moby Dick
1006,clothing,Columbia Fleece
1007,clothing,Puma Sneakers
1008,food,Coca-Cola
1009,toys,RC Car
1010,food,Pepsi
1011,electronics,Sony WH-1000XM4
1012,sports,Everlast Boxing Gloves
1013,clothing,Under Armour Shorts
1014,food,Lays Classic Chips
1015,toys,Rubik’s Cube
1016,sports,Molten Handball
1017,electronics,iPhone 14
1018,toys,Transformers Action Figure
1019,books,The Great Gatsby
1020,clothing,North Face Jacket
1021,electronics,Canon EOS R5
1022,food,Pepsi
1023,sports,Wilson Tennis Racket
1024,toys,Rubik’s Cube
1025,toys,Barbie Dreamhouse
1026,electronics,GoPro Hero 10
1027,clothing,Zara Dress
1028,toys,Play-Doh Set
1029,clothing,Gap Sweater
1030,electronics,Amazon Echo
1031,books,Moby Dick
1032,sports,Franklin Baseball Bat
1033,electronics,Nintendo Switch
1034,electronics,iPhone 14
1035,electronics,iPhone 14
1036,food,Pepsi
1037,electronics,Google Nest Hub
1038,food,Heinz Ketchup
1039,sports,Trek Mountain Bike
1040,sports,Everlast Boxing Gloves
1041,food,Lays Classic Chips
1042,electronics,Sony WH-1000XM4
1043,food,Twix
1044,sports,Titleist Golf Balls
1045,sports,Franklin Baseball Bat
1046,toys,Crayola Art Set
1047,electronics,PlayStation 5
1048,sports,Bauer Hockey Stick
1049,food,M&M’s
1050,books,To Kill a Mockingbird
1051,electronics,MacBook Pro
1052,food,Red Bull
1053,sports,Nike Soccer Ball
1054,sports,Titleist Golf Balls
1055,books,Harry Potter
1056,clothing,H&M Hoodie
1057,toys,Monopoly Board Game
1058,sports,Salomon Ski Boots
1059,food,Lays Classic Chips
1060,electronics,PlayStation 5
1061,electronics,Samsung Galaxy S22
1062,clothing,Reebok Tracksuit
1063,clothing,Gap Sweater
1064,clothing,Gap Sweater
1065,sports,Bauer Hockey Stick
1066,books,The Alchemist
1067,books,War and Peace
1068,electronics,Fitbit Versa 3
1069,books,Animal Farm
1070,books,The Catcher in the Rye
1071,electronics,Amazon Echo
1072,electronics,Amazon Echo
1073,electronics,Samsung Galaxy S22
1074,books,Dune
1075,food,Sprite
1076,food,KitKat
1077,books,Dune
1078,clothing,Zara Dress
1079,clothing,Levi’s Jeans
1080,electronics,Fitbit Versa 3
1081,food,Doritos
1082,sports,Molten Handball
1083,electronics,Kindle Paperwhite
1084,clothing,H&M Hoodie
1085,clothing,Adidas T-shirt
1086,books,The Great Gatsby
1087,electronics,Nintendo Switch
1088,books,Moby Dick
1089,books,War and Peace
1090,books,Dune
1091,electronics,Fitbit Versa 3
1092,books,The Alchemist
1093,sports,Titleist Golf Balls
1094,food,Heinz Ketchup
1095,electronics,iPhone 14
1096,electronics,Canon EOS R5
1097,clothing,Columbia Fleece
1098,sports,Nike Soccer Ball
1099,food,Snickers Bar
1100,books,The Lord of the Rings
1101,toys,Hot Wheels Track
1102,clothing,Uniqlo Shirt
1103,sports,Bauer Hockey Stick
1104,clothing,Gap Sweater
1105,toys,Transformers Action Figure
1106,books,To Kill a Mockingbird
1107,sports,Everlast Boxing Gloves
1108,electronics,Surface Pro 8
1109,food,Lays Classic Chips
1110,toys,Barbie Dreamhouse
1111,books,Harry Potter
1112,clothing,Adidas T-shirt
1113,sports,Mizuno Volleyball
1114,books,1984
1115,sports,Franklin Baseball Bat
1116,food,KitKat
1117,electronics,iPhone 14
1118,electronics,Nintendo Switch
1119,food,Doritos
1120,books,Dune
1121,books,Animal Farm
1122,food,Twix
1123,sports,Molten Handball
1124,electronics,Fitbit Versa 3
1125,books,The Hobbit
1126,clothing,Gap Sweater
1127,toys,Play-Doh Set
1128,food,Nutella
1129,toys,RC Car
1130,clothing,Levi’s Jeans
1131,sports,Molten Handball
1132,sports,Titleist Golf Balls
1133,sports,Trek Mountain Bike
1134,toys,Jenga
1135,clothing,Levi’s Jeans
1136,toys,Play-Doh Set
1137,books,Pride and Prejudice
1138,food,Snickers Bar
1139,food,Nutella
1140,toys,UNO Cards
1141,toys,Lego Classic Set
1142,food,Doritos
1143,electronics,GoPro Hero 10
1144,food,Coca-Cola
1145,clothing,Gap Sweater
1146,electronics,Fitbit Versa 3
1147,books,Pride and Prejudice
1148,books,Moby Dick
1149,toys,Rubik’s Cube
1150,food,KitKat
1151,toys,Jenga
1152,toys,UNO Cards
1153,sports,Adidas Running Shoes
1154,books,The Catcher in the Rye
1155,electronics,MacBook Pro
1156,toys,Transformers Action Figure
1157,sports,Rawlings Baseball Glove
1158,books,The Hobbit
1159,toys,RC Car
1160,clothing,Columbia Fleece
1161,clothing,Uniqlo Shirt
1162,electronics,Canon EOS R5
1163,clothing,Columbia Fleece
1164,electronics,Surface Pro 8
1165,sports,Adidas Running Shoes
1166,electronics,Sony WH-1000XM4
1167,electronics,Dell XPS 13
1168,food,Peanut Butter
1169,food,KitKat
1170,sports,Nike Soccer Ball
1171,books,The Lord of the Rings
1172,sports,Rawlings Baseball Glove
1173,food,Pepsi
1174,toys,RC Car
1175,clothing,Reebok Tracksuit
1176,clothing,Nike Air Max
1177,books,The Lord of the Rings
1178,clothing,Tommy Hilfiger Polo
1179,food,Red Bull
1180,clothing,Levi’s Jeans
1181,clothing,Adidas T-shirt
1182,books,Dune
1183,sports,Titleist Golf Balls
1184,electronics,Fitbit Versa 3
1185,electronics,iPhone 14
1186,sports,Mizuno Volleyball
1187,electronics,Amazon Echo
1188,toys,Crayola Art Set
1189,food,KitKat
1190,toys,Lego Classic Set
1191,sports,Wilson Tennis Racket
1192,toys,UNO Cards
1193,electronics,Fitbit Versa 3
1194,books,Animal Farm
1195,sports,Speedo Swim Goggles
1196,sports,Everlast Boxing Gloves
1197,clothing,Gap Sweater
1198,electronics,Surface Pro 8
1199,electronics,Kindle Paperwhite
1200,electronics,Nintendo Switch
1201,toys,Barbie Dreamhouse
1202,clothing,Puma Sneakers
1203,toys,Barbie Dreamhouse
1204,electronics,Surface Pro 8
1205,clothing,Adidas T-shirt
1206,sports,Wilson Tennis Racket
1207,toys,Monopoly Board Game
1208,electronics,Dell XPS 13
1209,toys,RC Car
1210,books,Moby Dick
1211,clothing,North Face Jacket
1212,sports,Everlast Boxing Gloves
1213,toys,Rubik’s Cube
1214,electronics,GoPro Hero 10
1215,electronics,PlayStation 5
1216,sports,Franklin Baseball Bat
1217,food,Oreo Cookies
1218,electronics,Dell XPS 13
1219,toys,Beyblade
1220,toys,Beyblade
1221,books,The Lord of the Rings
1222,books,War and Peace
1223,sports,Wilson Tennis Racket
1224,food,Pringles Original
1225,sports,Adidas Running Shoes
1226,food,KitKat
1227,sports,Rawlings Baseball Glove
1228,electronics,Apple Watch Series 7
1229,food,Coca-Cola
1230,toys,Nerf Blaster
1231,toys,Play-Doh Set
1232,sports,Adidas Running Shoes
1233,books,Pride and Prejudice
1234,clothing,Under Armour Shorts
1235,sports,Titleist Golf Balls
1236,food,Coca-Cola
1237,books,1984
1238,sports,Mizuno Volleyball
1239,toys,UNO Cards
1240,toys,Beyblade
1241,food,M&M’s
1242,books,Dune
1243,clothing,Calvin Klein Underwear
1244,electronics,GoPro Hero 10
1245,sports,Trek Mountain Bike
1246,toys,Lego Classic Set
1247,food,Heinz Ketchup
1248,toys,Hot Wheels Track
1249,books,Brave New World
1250,books,The Great Gatsby
1251,electronics,Apple Watch Series 7
1252,books,The Catcher in the Rye
1253,books,Harry Potter
1254,clothing,Levi’s Jeans
1255,food,Doritos
1256,food,Sprite
1257,electronics,iPhone 14
1258,sports,Salomon Ski Boots
1259,electronics,PlayStation 5
1260,sports,Molten Handball
1261,toys,Beyblade
1262,books,The Da Vinci Code
1263,books,The Alchemist
1264,toys,Transformers Action Figure
1265,food,Peanut Butter
1266,books,Harry Potter
1267,books,The Da Vinci Code
1268,sports,Titleist Golf Balls
1269,toys,Nerf Blaster
1270,clothing,Calvin Klein Underwear
1271,sports,Everlast Boxing Gloves
1272,books,Dune
1273,sports,Bauer Hockey Stick
1274,clothing,Under Armour Shorts
1275,clothing,Gap Sweater
1276,sports,Mizuno Volleyball
1277,toys,Crayola Art Set
1278,books,Animal Farm
1279,sports,Rawlings Baseball Glove
1280,toys,UNO Cards
1281,clothing,H&M Hoodie
1282,books,Pride and Prejudice
1283,sports,Bauer Hockey Stick
1284,food,Snickers Bar
1285,books,Pride and Prejudice
1286,electronics,Dell XPS 13
1287,toys,Jenga
1288,sports,Nike Soccer Ball
1289,food,Pepsi
1290,books,The Great Gatsby
1291,books,The Lord of the Rings
1292,books,1984
1293,sports,Spalding Basketball
1294,food,Twix
1295,clothing,Uniqlo Shirt
1296,toys,Hot Wheels Track
1297,clothing,Columbia Fleece
1298,toys,Teddy Bear
1299,sports,Yonex Badminton Racket
1300,toys,Monopoly Board Game
1301,toys,Teddy Bear
1302,books,The Lord of the Rings
1303,clothing,Gap Sweater
1304,electronics,Google Nest Hub
1305,sports,Trek Mountain Bike
1306,sports,Molten Handball
1307,clothing,H&M Hoodie
1308,books,Pride and Prejudice
1309,food,Snickers Bar
1310,food,M&M’s
1311,toys,Jenga
1312,food,Pepsi
1313,books,To Kill a Mockingbird
1314,sports,Spalding Basketball
1315,toys,Furby
1316,electronics,Samsung Galaxy S22
1317,clothing,Puma Sneakers
1318,electronics,Nintendo Switch
1319,sports,Trek Mountain Bike
1320,electronics,Nintendo Switch
1321,clothing,Under Armour Shorts
1322,sports,Bauer Hockey Stick
1323,clothing,Adidas T-shirt
1324,food,Pringles Original
1325,clothing,Uniqlo Shirt
1326,clothing,Adidas T-shirt
1327,clothing,Under Armour Shorts
1328,sports,Salomon Ski Boots
1329,clothing,Uniqlo Shirt
1330,books,The Great Gatsby
1331,clothing,Adidas T-shirt
1332,clothing,Adidas T-shirt
1333,electronics,Sony WH-1000XM4
1334,food,Sprite
1335,food,Pringles Original
1336,books,War and Peace
1337,sports,Rawlings Baseball Glove
1338,toys,Transformers Action Figure
1339,food,Heinz Ketchup
1340,clothing,Patagonia Vest
1341,sports,Titleist Golf Balls
1342,electronics,Canon EOS R5
1343,clothing,Tommy Hilfiger Polo
1344,electronics,Dell XPS 13
1345,sports,Mizuno Volleyball
1346,electronics,iPhone 14
1347,sports,Adidas Running Shoes
1348,electronics,Sony WH-1000XM4
1349,food,Heinz Ketchup
1350,clothing,North Face Jacket
1351,toys,RC Car
1352,clothing,Zara Dress
1353,books,Dune
1354,electronics,Amazon Echo
1355,clothing,North Face Jacket
1356,food,Coca-Cola
1357,toys,RC Car
1358,clothing,Zara Dress
1359,food,Coca-Cola
1360,clothing,Puma Sneakers
1361,books,The Alchemist
1362,toys,Hot Wheels Track
1363,books,Dune
1364,sports,Everlast Boxing Gloves
1365,electronics,Fitbit Versa 3
1366,food,Heinz Ketchup
1367,food,Oreo Cookies
1368,toys,Furby
1369,toys,Furby
1370,books,1984
1371,food,Lays Classic Chips
1372,toys,Nerf Blaster
1373,food,KitKat
1374,food,Pringles Original
1375,food,Twix
1376,clothing,Puma Sneakers
1377,toys,Teddy Bear
1378,books,The Lord of the Rings
1379,electronics,Surface Pro 8
1380,sports,Spalding Basketball
1381,toys,RC Car
1382,food,KitKat
1383,food,Coca-Cola
1384,sports,Nike Soccer Ball
1385,electronics,Sony WH-1000XM4
1386,toys,Play-Doh Set
1387,food,M&M’s
1388,clothing,North Face Jacket
1389,sports,Spalding Basketball
1390,books,The Great Gatsby
1391,electronics,Kindle Paperwhite
1392,sports,Bauer Hockey Stick
1393,toys,Crayola Art Set
1394,food,Pringles Original
1395,toys,Crayola Art Set
1396,sports,Mizuno Volleyball
1397,books,War and Peace
1398,sports,Mizuno Volleyball
1399,electronics,Kindle Paperwhite
1400,sports,Nike Soccer Ball
1401,food,Oreo Cookies
1402,food,Sprite
1403,clothing,Reebok Tracksuit
1404,food,M&M’s
1405,books,War and Peace
1406,toys,Beyblade
1407,sports,Speedo Swim Goggles
1408,food,Snickers Bar
1409,toys,Monopoly Board Game
1410,electronics,PlayStation 5
1411,toys,Hot Wheels Track
1412,sports,Yonex Badminton Racket
1413,toys,RC Car
1414,books,1984
1415,sports,Yonex Badminton Racket
1416,sports,Speedo Swim Goggles
1417,books,The Da Vinci Code
1418,sports,Everlast Boxing Gloves
1419,clothing,Tommy Hilfiger Polo
1420,electronics,Surface Pro 8
1421,books,Dune
1422,books,The Great Gatsby
1423,sports,Molten Handball
1424,sports,Mizuno Volleyball
1425,electronics,Apple Watch Series 7
1426,electronics,Dell XPS 13
1427,toys,UNO Cards
1428,food,Twix
1429,sports,Spalding Basketball
1430,toys,Play-Doh Set
1431,sports,Wilson Tennis Racket
1432,food,Red Bull
1433,clothing,Levi’s Jeans
1434,sports,Wilson Tennis Racket
1435,sports,Trek Mountain Bike
1436,food,M&M’s
1437,sports,Yonex Badminton Racket
1438,books,War and Peace
1439,electronics,Nintendo Switch
1440,food,M&M’s
1441,electronics,Dell XPS 13
1442,sports,Spalding Basketball
1443,food,M&M’s
1444,electronics,MacBook Pro
1445,electronics,Google Nest Hub
1446,sports,Adidas Running Shoes
1447,toys,RC Car
1448,books,The Lord of the Rings
1449,food,Red Bull
1450,electronics,Kindle Paperwhite
1451,electronics,Google Nest Hub
1452,food,Nutella
1453,sports,Titleist Golf Balls
1454,sports,Molten Handball
1455,clothing,North Face Jacket
1456,clothing,Patagonia Vest
1457,electronics,Apple Watch Series 7
1458,clothing,Patagonia Vest
1459,food,Nutella
1460,sports,Yonex Badminton Racket
1461,sports,Rawlings Baseball Glove
1462,sports,Salomon Ski Boots
1463,sports,Wilson Tennis Racket
1464,electronics,Canon EOS R5
1465,clothing,Levi’s Jeans
1466,electronics,Dell XPS 13
1467,clothing,Zara Dress
1468,books,The Hobbit
1469,electronics,iPhone 14
1470,electronics,iPhone 14
1471,sports,Spalding Basketball
1472,books,To Kill a Mockingbird
1473,sports,Franklin Baseball Bat
1474,toys,Transformers Action Figure
1475,food,Heinz Ketchup
1476,toys,Monopoly Board Game
1477,toys,Monopoly Board Game
1478,electronics,Canon EOS R5
1479,electronics,Samsung Galaxy S22
1480,sports,Nike Soccer Ball
1481,electronics,Kindle Paperwhite
1482,food,Pepsi
1483,clothing,Zara Dress
1484,clothing,Zara Dress
1485,sports,Nike Soccer Ball
1486,books,The Catcher in the Rye
1487,toys,Monopoly Board Game
1488,clothing,Zara Dress
1489,clothing,Zara Dress
1490,clothing,Patagonia Vest
1491,sports,Bauer Hockey Stick
1492,sports,Molten Handball
1493,toys,Beyblade
1494,toys,Crayola Art Set
1495,books,The Lord of the Rings
1496,clothing,Puma Sneakers
1497,food,Sprite
1498,toys,Barbie Dreamhouse
1499,toys,UNO Cards
1500,toys,Lego Classic Set
1501,sports,Nike Soccer Ball
1502,clothing,North Face Jacket
1503,books,To Kill a Mockingbird
1504,sports,Adidas Running Shoes
1505,books,1984
1506,clothing,Puma Sneakers
1507,electronics,Canon EOS R5
1508,food,Pringles Original
1509,sports,Spalding Basketball
1510,food,Peanut Butter
1511,sports,Franklin Baseball Bat
1512,sports,Rawlings Baseball Glove
1513,electronics,MacBook Pro
1514,sports,Bauer Hockey Stick
1515,toys,RC Car
1516,toys,RC Car
1517,sports,Nike Soccer Ball
1518,electronics,Surface Pro 8
1519,clothing,Reebok Tracksuit
1520,books,Dune
1521,electronics,Surface Pro 8
1522,electronics,Dell XPS 13
1523,clothing,Nike Air Max
1524,electronics,Nintendo Switch
1525,food,Heinz Ketchup
1526,toys,Beyblade
1527,toys,Jenga
1528,electronics,Surface Pro 8
1529,sports,Trek Mountain Bike
1530,books,1984
1531,books,Harry Potter
1532,toys,Furby
1533,electronics,Fitbit Versa 3
1534,sports,Nike Soccer Ball
1535,clothing,Zara Dress
1536,books,The Catcher in the Rye
1537,books,Harry Potter
1538,toys,Hot Wheels Track
1539,books,Pride and Prejudice
1540,electronics,Nintendo Switch
1541,sports,Adidas Running Shoes
1542,sports,Bauer Hockey Stick
1543,books,Harry Potter
1544,electronics,iPhone 14
1545,books,The Catcher in the Rye
1546,food,Pepsi
1547,books,The Hobbit
1548,books,Pride and Prejudice
1549,books,Harry Potter
1550,clothing,Patagonia Vest
1551,sports,Trek Mountain Bike
1552,toys,UNO Cards
1553,electronics,iPhone 14
1554,electronics,GoPro Hero 10
1555,electronics,Samsung Galaxy S22
1556,toys,Monopoly Board Game
1557,sports,Mizuno Volleyball
1558,toys,Jenga
1559,sports,Nike Soccer Ball
1560,electronics,Surface Pro 8
1561,electronics,Dell XPS 13
1562,sports,Everlast Boxing Gloves
1563,electronics,Canon EOS R5
1564,books,Harry Potter
1565,books,The Da Vinci Code
1566,sports,Rawlings Baseball Glove
1567,books,The Catcher in the Rye
1568,food,Oreo Cookies
1569,electronics,Nintendo Switch
1570,sports,Molten Handball
1571,sports,Nike Soccer Ball
1572,sports,Rawlings Baseball Glove
1573,electronics,Apple Watch Series 7
1574,toys,Hot Wheels Track
1575,clothing,Under Armour Shorts
1576,food,Peanut Butter
1577,sports,Bauer Hockey Stick
1578,food,Sprite
1579,books,The Lord of the Rings
1580,toys,Teddy Bear
1581,sports,Wilson Tennis Racket
1582,clothing,Gap Sweater
1583,toys,Play-Doh Set
1584,food,Doritos
1585,food,M&M’s
1586,electronics,Fitbit Versa 3
1587,toys,Barbie Dreamhouse
1588,food,Doritos
1589,food,Snickers Bar
1590,clothing,Tommy Hilfiger Polo
1591,toys,Play-Doh Set
1592,clothing,Uniqlo Shirt
1593,clothing,Under Armour Shorts
1594,food,Doritos
1595,books,The Alchemist
1596,food,Twix
1597,food,Red Bull
1598,toys,Jenga
1599,sports,Everlast Boxing Gloves
1600,electronics,PlayStation 5
1601,books,The Great Gatsby
1602,food,Nutella
1603,electronics,Amazon Echo
1604,electronics,Sony WH-1000XM4
1605,sports,Bauer Hockey Stick
1606,electronics,Nintendo Switch
1607,sports,Adidas Running Shoes
1608,books,The Da Vinci Code
1609,food,Peanut Butter
1610,food,M&M’s
1611,books,Dune
1612,sports,Molten Handball
1613,toys,Play-Doh Set
1614,clothing,Uniqlo Shirt
1615,books,To Kill a Mockingbird
1616,books,The Alchemist
1617,electronics,Nintendo Switch
1618,books,Moby Dick
1619,toys,Barbie Dreamhouse
1620,food,Nutella
1621,toys,UNO Cards
1622,books,Animal Farm
1623,clothing,Zara Dress
1624,clothing,Columbia Fleece
1625,toys,Rubik’s Cube
1626,sports,Mizuno Volleyball
1627,books,Animal Farm
1628,clothing,Patagonia Vest
1629,clothing,Nike Air Max
1630,clothing,Columbia Fleece
1631,toys,RC Car
1632,food,Nutella
1633,books,The Da Vinci Code
1634,clothing,Levi’s Jeans
1635,toys,Furby
1636,sports,Everlast Boxing Gloves
1637,electronics,Sony WH-1000XM4
1638,clothing,Nike Air Max
1639,food,M&M’s
1640,sports,Franklin Baseball Bat
1641,books,The Lord of the Rings
1642,clothing,Reebok Tracksuit
1643,toys,Monopoly Board Game
1644,food,Doritos
1645,electronics,Google Nest Hub
1646,sports,Rawlings Baseball Glove
1647,toys,Furby
1648,clothing,Adidas T-shirt
1649,books,War and Peace
1650,food,Snickers Bar
1651,clothing,Uniqlo Shirt
1652,food,Snickers Bar
1653,electronics,Sony WH-1000XM4
1654,books,The Lord of the Rings
1655,books,The Hobbit
1656,books,The Catcher in the Rye
1657,toys,RC Car
1658,electronics,iPhone 14
1659,toys,Teddy Bear
1660,toys,Lego Classic Set
1661,toys,RC Car
1662,food,Sprite
1663,books,Animal Farm
1664,electronics,PlayStation 5
1665,clothing,Reebok Tracksuit
1666,books,War and Peace
1667,books,To Kill a Mockingbird
1668,books,Animal Farm
1669,books,The Da Vinci Code
1670,books,Pride and Prejudice
1671,clothing,Patagonia Vest
1672,food,Sprite
1673,electronics,iPhone 14
1674,clothing,Under Armour Shorts
1675,sports,Wilson Tennis Racket
1676,sports,Adidas Running Shoes
1677,books,Harry Potter
1678,clothing,Reebok Tracksuit
1679,books,Brave New World
1680,toys,Barbie Dreamhouse
1681,sports,Trek Mountain Bike
1682,food,Twix
